,incident_id,crime_type,district,city,state,address,latitude,longitude,incident_datetime,officer_id,officer_first_name,officer_last_name,badge_number,suspect_id,suspect_first_name,suspect_last_name,suspect_age,suspect_gender,suspect_race,victim_id,victim_first_name,victim_last_name,victim_age,victim_gender,victim_phone,weapon_used,severity,case_status,resolution,num_arrests,property_loss_usd,reported_online,notes
2855,INC003557,dui,Southeast  ,Lakewood,AZ,1723 Oak Ave,34.121861,-105.518742,2024-11-16 18:42:11,OFF0035,David,Taylor,5506.0,SUS00143,Joseph,Torres,30.0,female,Other,VIC00106,Mary,Hall,231.0,Female,516-231-3173,Blunt Object,3,CLOSED,Case Dismissed,1.0,8865.1,NO,Incident at 1723 Oak Ave. Officer responded at scene.
2857,INC003837,burglary,midtown,Lakewood,FL,7213 Park Rd,36.305421,-78.017609,2018-05-16 10:47:27,OFF0044,Mary,Hill,5058.0,SUS00657,Daniel,Jackson,16.0,m,hispanic,VIC00228,David,Taylor,73.0,F,9263623398,Firearm,CRITICAL,Investgation,Arrest Made,4.0,6600.11,No,Incident at 7213 Park Rd. Officer responded at scene.
2877,INC000801,theft, Southwest,Fairview,AZ,7228 Maple Dr,28.045169,-74.262379,2021-07-24 23:11:46,OFF0144,Barbara,Thompson,1840.0,SUS00223,Patricia,Jackson,27.0,F,hispanic,VIC00536,David,Jones,43.0,f,863-666-2098,blunt object,MEDIUM,Pending,warning,3.0,44320.3,yes,Incident at 7228 Maple Dr. Officer responded at scene.
2894,INC000150,Dom. Violence,Sou,Maplewood,NC,96 Maple Dr,47.304722,-87.879017,08-11-2021,OFF0084,Emily,Wright,3118.0,SUS00217,Donna,Walker,33.0,M,White,VIC00762,Nancy,Thomas,21.0,F,461-282-4933,Bat,Medium,Open,Case Dismissed,1.0,-19425.15,1,Incident at 96 Maple Dr. Officer responded at scene.
2920,INC000101,Larceny,Sou,Lakewood,OH,1467 Park Rd,28.627064,-117.247119,2023-04-07 01:30:15,OFF0087,Carol,Scott,1983.0,SUS00062,Robert,Allen,49.0,m,Black,VIC00129,David,Thompson,54.0,m,649-850-4161,Firearm,1,open,arrest made,5.0,6736.61,Yes,Incident at 1467 Park Rd. Officer responded at scene.
2962,INC001076,HOMICIDE,Southeast,Lakewood,TX,9425 Lincoln St,38.12692,-111.861572,2023-11-27 12:33:40,OFF0023,Sarah,Thomas,8836.0,SUS00002,Matthew,Harris,55.0,Male,White,VIC00131,Joseph,Young,64.0,m,364-854-5532,Gun,MEDIUM,Under Investigation,warning,4.0,49521.04,YES,Incident at 9425 Lincoln St. Officer responded at scene.
2969,INC004502,Fraud,Southwest,Springfield,IL,625 Park Rd,26.322486,-90.026514,2022-12-17 02:57:41,OFF0102,Jennifer,Miller,2217.0,SUS00227,Linda,Johnson,59.0,FEMALE,hispanic,VIC00382,Emily,Brown,78.0,MALE,423-815-2348,Knife,4,closed,Arrest Made,0.0,37366.56,yes,Incident at 625 Park Rd. Officer responded at scene.
2977,INC99742,Robbery,northeast,Centerville,GA,8755 Main St,30.111647,-115.509788,2019-11-08 14:20:59,OFF0108,John,Hill,2124.0,SUS00705,Anthony,Walker,-48.0,Unknown,Hispanic,VIC00438,Thomas,Harris,74.0,FEMALE,379-931-2119,Rifle,2,Under Investigation,warning,4.0,23760.89,Yes,Incident at 8755 Main St. Officer responded at scene.
2979,INC000386,Burglary,Southeast,Riverside,OH,2656 Park Rd,41.414968,-93.362,2019-07-17 03:18:31,OFF0049,Jessica,Allen,3756.0,SUS00102,Nancy,Wright,57.0,Other,Black,VIC00362,Thomas,Torres,25.0,FEMALE,786-600-1070,Rifle,Crit,Closed,NO ARREST,0.0,-38640.13,True,Incident at 2656 Park Rd. Officer responded at scene.
2991,INC003784,sexual assault,Northwest  ,Riverside,GA,4604 Main St,46.950099,-73.920717,2020-09-11 19:35:37,OFF0034,Nancy,Anderson,9090.0,SUS00067,David,Young,44.0,Other,Black,VIC00710,John,Thompson,83.0,M,520-564-3164,Gun,MEDIUM,Closed,NO ARREST,0.0,28338.94,0,Incident at 4604 Main St. Officer responded at scene.
2992,INC000868,Sexual Assualt, Northeast,Riverside,TX,2860 Lincoln St,44.482152,-100.132442,2020-03-27 14:57:06,OFF0011,Linda,Williams,2752.0,SUS00556,Joseph,Lee,72.0,Female,Other,VIC00446,Charles,Anderson,22.0,Female,869-248-1450,KNIFE,3,Pending,Arres Made,5.0,49068.73,NO,Incident at 2860 Lincoln St. Officer responded at scene.
3041,INC000717,Hacking, Central,Riverside,IL,1805 Cedar Lane,25.157316,-117.627281,2024-12-08 21:06:54,OFF0132,Susan,Allen,7500.0,SUS00592,Charles,Brown,33.0,f,Hispanic,VIC00423,James,Flores,25.0,f,366-940-1500,Hands/Feet,CRITICAL,OPEN,Arrest Made,1.0,2582.06,True,Incident at 1805 Cedar Lane. Officer responded at scene.
3090,INC002750,Sexual Assualt, North,Hillcrest,CA,205 Elm Blvd,29.112247,-85.982959,22-01-2024,OFF0013,EMILY,Walker,8995.0,SUS00610,Nancy,Johnson,17.0,Male,hispanic,VIC00284,Emily,Flores,11.0,Unknown,9403436059,Gun,Critical,Pendng,Case Dismissed,3.0,9701.66.0,no,Incident at 205 Elm Blvd. Officer responded at scene.
3122,INC001624,Sex Assault,NORTH,Fairview,CA,9143 Elm Blvd,25.377337,-88.920491,2019-06-12 21:18:56,OFF0111,Emily,Hill,3169.0,SUS00469,Anthony,Hall,54.0,MALE,Hispanic,VIC00886,David,Miller,83.0,FEMALE,3938149024,Gun,MEDIUM,Pending,warning,2.0,2617.38,yes,Incident at 9143 Elm Blvd. Officer responded at scene.
3127,INC001695,Kidnapping,Eas,Riverside,TX,4345 Main St,45.211792,-117.518567,2020-08-30 10:47:15,OFF0137,Patricia,Thomas,9020.0,SUS00199,Linda,Lee,59.0,Unknown,hispanic,VIC00002,Barbara,Lee,76.0,male,527-517-4886,firearm,CRITICAL,CLOSED,Arrest Made,1.0,20284.08,False,Incident at 4345 Main St. Officer responded at scene.
3130,INC000179,Stealing,Southwest  ,Riverside,IL,9752 Washington Ave,28.51437,-84.214292,03/10/2020 09:03,OFF0098,  Joseph  ,Moore,8431.0,SUS00291,Nancy,Harris,19.0,M,Hispanic,VIC00733,Robert,Green,-34.0,Male,213-982-9203,Rifle,CRITICAL,open,NO ARREST,3.0,48524.63,NO,Incident at 9752 Washington Ave. Officer responded at scene.
3135,INC000364,Drug Offense,southwest,Lakewood,OH,9503 Park Rd,43.986956,-100.85519,2022-08-13 20:39:15,OFF0140,Robert,Smith,9233.0,SUS00588,Matthew,Davis,32.0,FEMALE,BLACK,VIC00546,Linda,Lee,15.0,F,340-364-7474,Unarmed,High,Investgation,Dismissed,3.0,30097.12,No,Incident at 9503 Park Rd. Officer responded at scene.
3177,INC001278,Dom. Violence,Central,Oakdale,NC,5450 Washington Ave,25.737717,-71.794694,2024-05-03 21:45:00,OFF0020,Thomas,Nguyen,6085.0,SUS00048,Sarah,Green,46.0,male,white,VIC00037,Patricia,Martin,77.0,female,801-571-5805,Blunt Object,high,Pending,Warning Issued,1.0,49156.22,NO,Incident at 5450 Washington Ave. Officer responded at scene.
3185,INC004279,trespassing,NORTHWEST,Hillcrest,NY,9893 Main St,39.882139,56.4626,06/27/2020 00:56,OFF0053,David,Williams,9437.0,SUS00174,Mark,Young,53.0,f,hispanic,VIC00794,Michelle,Moore,-21.0,MALE,800-488-4085,Gun,Critical,Pendng,Arres Made,4.0,36831.63,yes,Incident at 9893 Main St. Officer responded at scene.
3194,INC003363,Trespassing,north,Lakewood,OH,3847 Oak Ave,30.433176,-121.25597,2023-04-14 05:23:31,OFF0010,Robert,Wright,3125.0,SUS00632,Carol,Wright,59.0,Male,Asian,VIC00981,Susan,Miller,35.0,female,756-110-8681,Pistol,1,Closed,No Arrest,4.0,45672.44,YES,Incident at 3847 Oak Ave. Officer responded at scene.
3200,INC002541,Homocide, Northeast,Hillcrest,GA,5284 Oak Ave,34.761864,-95.201241,2021-03-29 02:28:36,OFF0030,Anthony,Taylor,2734.0,SUS00092,Daniel,Wright,25.0,M,Black,VIC00037,Susan,Thompson,52.0,FEMALE,700-659-4911,blunt object,MEDIUM,Pendng,Warning Issued,4.0,40404.4,YES,Incident at 5284 Oak Ave. Officer responded at scene.
3228,INC003246,Theft,Southeast  ,Fairview,TX,5143 River Rd,26.217023,-74.46391,2018-01-20 09:18:28,OFF0138,Joseph,White,8818.0,SUS00034,Ashley,Hall,64.0,Other,White,VIC00285,Richard,Smith,86.0,Other,(499) -38-5-1013,Hands/Feet,Medium,Under Investigation,Dismissed,5.0,32775.86,yes,Incident at 5143 River Rd. Officer responded at scene.
3234,INC004701,Drugs,Northwest  ,Fairview,PA,8773 Lincoln St,28.203161,-73.826772,10/22/2024 22:32,OFF0012,JESSICA,Hall,8222.0,SUS00555,Emily,Walker,22.0,FEMALE,BLACK,VIC00010,Susan,Thomas,81.0,Other,999-637-3965,firearm,Medium,CLOSED,Case Dismissed,5.0,41425.53,no,Incident at 8773 Lincoln St. Officer responded at scene.
3240,INC003150,Trespass,northwest,Springfield,NC,1479 Oak Ave,45.892258,-116.800643,2024-05-26 09:15:16,OFF0032,William,Miller,8305.0,SUS00657,Jennifer,Lee,20.0,m,BLACK,VIC00229,Jennifer,Flores,38.0,Male,261-766-1001,blunt object,3,Closed,Dismissed,4.0,30312.44,0,Incident at 1479 Oak Ave. Officer responded at scene.
3245,INC002517,Assault,Sou,Springfield,FL,3291 Park Rd,44.768059,-85.923154,2018-08-29 05:19:59,OFF0141,Susan,Miller,8721.0,SUS00714,Linda,Smith,46.0,female,Hispanic,VIC00478,Ashley,Nguyen,32.0,FEMALE,720-119-7626,Knife,CRITICAL,closed,Arres Made,1.0,26025.49,no,Incident at 3291 Park Rd. Officer responded at scene.
3255,INC001388,VANDALISM,southeast,Lakewood,IL,5436 Sunset Blvd,27.629523,-73.738363,2020-10-22 22:00:58,OFF0094,William,Young,8129.0,SUS00554,Jennifer,White,58.0,F,White,VIC00267,Emily,Garcia,79.0,Female,689-611-2808,Unarmed,Medium,open,Arres Made,4.0,48654.06,YES,Incident at 5436 Sunset Blvd. Officer responded at scene.
3262,INC004372,Murder,Southeast  ,Lakewood,OH,7924 Maple Dr,46.296349,-86.818445,2023-05-28 18:23:31,OFF0042,Ashley,Davis,6322.0,SUS00296,Daniel,Johnson,60.0,Female,Asian,VIC00261,David,Torres,19.0,F,337-994-3374,Unarmed,1,Closed,Dismissed,0.0,3588.65,0,Incident at 7924 Maple Dr. Officer responded at scene.
3271,INC001123,DRUG OFFENSE,North,Springfield,IL,4880 Cedar Lane,26.695074,-99.825284,2024-07-15 10:55:44,OFF0098,Ashley,Davis,1676.0,SUS00384,Mark,Garcia,46.0,M,BLACK,VIC00159,Mark,Hill,33.0,Male,367-216-8389,Pistol,Med,Resolved,Warning Issued,4.0,10605.64,Yes,Incident at 4880 Cedar Lane. Officer responded at scene.
3277,INC003038,vandalism,Cen,Maplewood,TX,2307 Main St,29.987952,-114.384423,2024-12-18 08:27:07,OFF0136,Michelle,Nguyen,7932.0,SUS00154,William,Green,58.0,Male,Other,VIC00904,Mary,Williams,26.0,Unknown,858-884-6523,firearm,1,Open,Warning Issued,1.0,26694.0,No,Incident at 2307 Main St. Officer responded at scene.
3307,INC000161,Hacking,Southeast,Fairview,PA,9649 Main St,36.30388,-73.439863,2020-11-22 04:59:53,OFF0112,Jennifer,Jackson,1394.0,SUS00541,William,Williams,22.0,Female,asian,VIC00173,Jennifer,Wilson,-21.0,Other,(514) -51-7-3772,Knife,Crit,closed,Warning Issued,0.0,35665.03,YES,Incident at 9649 Main St. Officer responded at scene.
3309,INC003342,trespassing,West,Hillcrest,OH,6450 River Rd,45.550095,-91.930158,18-06-2020,OFF0029,James,Scott,3863.0,SUS00256,Chris,Anderson,18.0,f,Other,VIC00226,Jennifer,Hall,20.0,F,964-772-6679,Pistol,High,Resolved,warning,1.0,49725.06,NO,Incident at 6450 River Rd. Officer responded at scene.
3310,INC003209,Battery,SOUTH  ,Oakdale,CA,2074 Cedar Lane,46.296364,-98.90628,09/11/2019 18:17,OFF0037,David,Walker,5821.0,SUS00117,Robert,Smith,68.0,male,Hispanic,VIC00181,David,Allen,48.0,Other,777-949-9067,Firearm,3,under investigation,warning,2.0,22802.19,yes,Incident at 2074 Cedar Lane. Officer responded at scene.
3314,INC000890,Abduction,South,Centerville,TX,3497 Cedar Lane,25.021375,-114.36519,2018-04-15 03:48:24,OFF0006,Jessica,Wilson,3885.0,SUS00152,Jessica,Green,65.0,female,Asian,VIC00318,Chris,Moore,62.0,M,343-541-6834,Knife,3,closed,Case Dismissed,2.0,24954.37,0,Incident at 3497 Cedar Lane. Officer responded at scene.
3320,INC003493,DV, Midtown,Springfield,AZ,4149 Lincoln St,40.116055,-119.44641,2021-06-26 01:14:15,OFF0055,Chris,Moore,1812.0,SUS00640,Richard,Davis,25.0,FEMALE,Asian,VIC00214,Matthew,Wilson,208.0,f,795-610-5779,Bat,low,Under Investigation,No Arrest,4.0,8994.43,YES,Incident at 4149 Lincoln St. Officer responded at scene.
3346,INC003516,burglary, west,Fairview,FL,7227 Elm Blvd,39.876801,-102.359758,2021-10-29 06:38:38,OFF0119,Robert,Green,7972.0,SUS00004,Thomas,Hill,67.0,m,Black,VIC00275,James,Nguyen,33.0,Unknown,340-224-1361,firearm,4,Pending,No Arrest,2.0,2038.16,True,Incident at 7227 Elm Blvd. Officer responded at scene.
3360,INC000738,DV, Midtown,Centerville,OH,1884 Sunset Blvd,33.297904,-80.942887,2018-04-02 19:51:46,OFF0051,Jennifer,Miller,1225.0,SUS00565,Mary,Torres,42.0,f,White,VIC00908,John,White,53.0,Male,373-914-5582,Hands/Feet,Critical,Open,Arrest Made,3.0,25661.84,True,Incident at 1884 Sunset Blvd. Officer responded at scene.
3361,INC003094,Robbery,Southwest  ,Springfield,TX,3695 Elm Blvd,40.4557,-87.740733,2022-07-10 02:38:04,OFF0027,Michelle,Scott,6014.0,SUS00388,Carol,Jackson,73.0,m,Asian,VIC00618,James,Garcia,57.0,male,357-167-7954,Unarmed,Medium,Pendng,Dismissed,3.0,18753.04,yes,Incident at 3695 Elm Blvd. Officer responded at scene.
3366,INC001195,Property Damage,North  ,Springfield,IL,3750 Maple Dr,40.423044,-116.544775,2021-03-09 18:45:55,OFF0050,John,White,3629.0,SUS00433,John,Flores,17.0,FEMALE,Unknown,VIC00844,Richard,Miller,19.0,m,456-557-7505,Hands/Feet,2,Under Investigation,NO ARREST,2.0,2507.17,True,Incident at 3750 Maple Dr. Officer responded at scene.
3380,INC001375,Fraud,Mid,Maplewood,TX,475 Elm Blvd,44.716861,-85.524396,12/09/2023 19:36,OFF0046,Nancy,Thomas,4297.0,SUS00740,Ashley,Smith,26.0,F,Other,VIC00776,Chris,Wright,29.0,f,984-672-1893,blunt object,Medium,closed,No Arrest,5.0,44506.32,yes,Incident at 475 Elm Blvd. Officer responded at scene.
3397,INC000754,Armed Robbery,northeast,Lakewood,NC,6475 Cedar Lane,36.864253,-88.853764,2018-10-02 06:18:49,OFF0003,Charles,Garcia,4014.0,SUS00131,Emily,Wilson,36.0,M,hispanic,VIC00940,Susan,Nguyen,35.0,MALE,856-233-4765,Unarmed,high,open,Arrest Made,2.0,3504.33,yes,Incident at 6475 Cedar Lane. Officer responded at scene.
3402,INC004432,dui,South  ,Maplewood,OH,7496 Oak Ave,27.725707,-70.399247,2021-10-10 06:22:38,OFF0107,  Karen  ,Young,1044.0,SUS00448,Barbara,Scott,37.0,F,Other,VIC00206,Robert,Hill,13.0,f,655-430-8545,Knife,High,Resolved,Dismissed,3.0,38428.02,Yes,Incident at 7496 Oak Ave. Officer responded at scene.
3404,INC004777,Narcotics,southeast,Riverside,PA,9986 Cedar Lane,40.493926,-121.34744,2021-09-05 19:22:52,OFF0142,Jessica,Wilson,9494.0,SUS00287,Charles,Williams,18.0,Male,Asian,VIC00746,Carol,Brown,21.0,M,751-535-7270,Pistol,Crit,Resolved,Dismissed,2.0,19424.02.0,NO,Incident at 9986 Cedar Lane. Officer responded at scene.
3419,INC002084,Narcotics, Southwest,Hillcrest,NY,5259 Oak Ave,33.992119,-119.997314,2022-01-29 07:52:18,OFF0049,Thomas,Jackson,7433.0,SUS00466,Joseph,Martin,49.0,f,BLACK,VIC00734,Daniel,Flores,236.0,MALE,3087178475,Hands/Feet,1,Pending,Warning Issued,0.0,30343.74,yes,Incident at 5259 Oak Ave. Officer responded at scene.
3431,INC003998,DUI,Nor,Centerville,TX,2788 Park Rd,39.727173,-76.389701,2024-03-17 07:34:31,OFF0107,Michelle,Torres,8787.0,SUS00707,Carol,Jackson,62.0,M,hispanic,VIC00651,Linda,Thomas,46.0,Unknown,3805909191,Hands/Feet,Med,Resolved,arrest made,5.0,31175.13,1,Incident at 2788 Park Rd. Officer responded at scene.
3443,INC000993,drug offense, Midtown,Springfield,CA,3099 Cedar Lane,42.4447,-110.419347,2021-10-03 14:53:00,OFF0062,william,Taylor,5413.0,SUS00132,Sarah,Nguyen,70.0,f,Black,VIC00988,Mark,Taylor,76.0,Other,(385) -16-7-2855,Pistol,Medium,CLOSED,No Arrest,4.0,48397.44,0,Incident at 3099 Cedar Lane. Officer responded at scene.
3451,INC000447,DUI,NORTH,Hillcrest,CA,2415 Oak Ave,33.470922,-118.294051,2022-01-19 17:21:09,OFF0094,Matthew,Torres,7359.0,SUS00716,Daniel,Torres,30.0,male,Unknown,VIC00889,Michelle,Taylor,39.0,female,763-192-2531,Firearm,MEDIUM,Open,No Arrest,2.0,45604.2,1,Incident at 2415 Oak Ave. Officer responded at scene.
3463,INC004259,Drunk Driving,Sou,Springfield,TX,4220 Oak Ave,28.691141,-76.333212,2019-02-01 17:54:21,OFF0079,Chris,Thompson,2293.0,SUS00690,John,Wilson,44.0,f,BLACK,VIC00690,James,Smith,53.0,F,640-799-1894,KNIFE,Critical,Closed,Dismissed,1.0,6322.76,YES,Incident at 4220 Oak Ave. Officer responded at scene.
3464,INC004197,FRAUD,EAS,Oakdale,CA,3920 Cedar Lane,47.452982,-115.061767,2024-03-18 15:17:27,OFF0093,Carol,Allen,5786.0,SUS00435,James,Allen,58.0,male,Hispanic,VIC00620,Michelle,Miller,63.0,FEMALE,597-406-7763,Pistol,Medium,Pendng,Case Dismissed,4.0,31421.86,True,Incident at 3920 Cedar Lane. Officer responded at scene.
3470,INC003602,fraud,MIDTOWN,Centerville,NY,9501 Park Rd,39.825966,-72.777041,2023-03-18 08:25:22,OFF0089,Karen,Thompson,2858.0,SUS00219,Barbara,Martin,31.0,female,hispanic,VIC00843,Mark,Brown,39.0,MALE,946-825-2104,blunt object,1,Investgation,Arres Made,1.0,41995.76,0,Incident at 9501 Park Rd. Officer responded at scene.
3475,INC002077,Battery,North,Springfield,AZ,5089 Maple Dr,47.026842,-90.001766,2022-08-21 08:13:45,OFF0091,William,Green,2456.0,SUS00369,Nancy,Wright,37.0,F,Black,VIC00583,David,Flores,70.0,Other,309-881-8902,hands,4,Open,Warning Issued,5.0,18778.47,1,Incident at 5089 Maple Dr. Officer responded at scene.
3477,INC002426,arson, East,Centerville,TX,7069 Main St,37.064128,-98.590551,08/01/2022 10:06,OFF0112,Anthony,Green,6565.0,SUS00689,Barbara,Martin,40.0,F,Hispanic,VIC00624,Carol,Torres,18.0,FEMALE,296-437-9989,firearm,high,Pendng,Arres Made,1.0,14557.95,False,Incident at 7069 Main St. Officer responded at scene.
3481,INC004428,THEFT,  North  ,Hillcrest,AZ,5455 Sunset Blvd,26.908373,-96.841773,2020-03-24 18:47:34,OFF0048,Thomas,Thomas,5821.0,SUS00444,Barbara,Harris,17.0,FEMALE,white,VIC00690,John,Davis,42.0,Unknown,936-975-6336,Knife,low,open,NO ARREST,1.0,1586.04,no,Incident at 5455 Sunset Blvd. Officer responded at scene.
3523,INC000180,Cybercrime,west,Centerville,CA,5922 Main St,41.041843,-88.442656,2020-03-22 22:13:44,OFF0117,ASHLEY,Jones,5166.0,SUS00254,Ashley,Nguyen,193.0,Male,Black,VIC00790,Daniel,Green,59.0,F,923-700-2316,KNIFE,4,open,Warning Issued,3.0,12643.56,YES,Incident at 5922 Main St. Officer responded at scene.
3530,INC003586,Cyber Crime, North,Hillcrest,CA,5308 Main St,43.882196,-110.870465,2019-07-24 18:26:10,OFF0061,Mary,Moore,5467.0,SUS00250,Charles,Harris,69.0,Other,Unknown,VIC00545,Emily,Young,55.0,m,964-107-3312,Blunt Object,MEDIUM,closed,arrest made,5.0,28875.58,no,Incident at 5308 Main St. Officer responded at scene.
3533,INC000473,Hacking,southwest,Springfield,OH,6592 Washington Ave,28.029298,-121.77568,2022-01-12 05:25:06,OFF0094,Linda,Walker,1045.0,SUS00460,Jessica,Brown,74.0,FEMALE,BLACK,VIC00586,Sarah,Jones,47.0,f,2064175061,Gun,CRITICAL,OPEN,No Arrest,5.0,8168.34,no,Incident at 6592 Washington Ave. Officer responded at scene.
3536,INC003221,BURGLARY,South  ,Centerville,TX,1907 Park Rd,33.569239,-80.715183,2022-12-20 02:49:27,OFF0121,Carol,Moore,3736.0,SUS00284,Carol,Hill,40.0,m,BLACK,VIC00638,Donna,Torres,73.0,FEMALE,381-178-4751,Rifle,3,Pending,Warning Issued,0.0,18006.94,1,Incident at 1907 Park Rd. Officer responded at scene.
3544,INC000973,DV,Nor,Fairview,NC,6592 Cedar Lane,36.129074,-109.085531,2021-08-11 05:47:21,OFF0069,Jennifer,Nguyen,5735.0,SUS00785,Michael,Allen,-24.0,Male,BLACK,VIC00328,Emily,Wright,38.0,Other,617-749-2100,Gun,Critical,OPEN,Arrest Made,5.0,33287.56,no,Incident at 6592 Cedar Lane. Officer responded at scene.
3552,INC003894,Arson,Mid,Springfield,TX,3781 Washington Ave,34.525555,-117.682981,2023-11-18 05:53:08,OFF0125,Karen,Harris,5567.0,SUS00481,Michael,White,19.0,male,hispanic,VIC00150,Michael,Flores,28.0,Other,801-566-3673,Firearm,3,Resolved,Case Dismissed,0.0,32609.48,0,Incident at 3781 Washington Ave. Officer responded at scene.
3553,INC000794,theft, East,Lakewood,PA,7780 Park Rd,32.50682,-106.256241,2023-03-18 13:51:25,OFF0003,Barbara,White,9956.0,SUS00390,Patricia,Jackson,68.0,m,asian,VIC00599,Chris,Jones,21.0,male,351-898-7007,Knife,Med,open,Warning Issued,4.0,20389.15,True,Incident at 7780 Park Rd. Officer responded at scene.
3555,INC004473,Online Fraud,  South  ,Hillcrest,OH,6766 Oak Ave,45.880595,-74.971399,2018-02-20 12:48:09,OFF0057,Sarah,Smith,2648.0,SUS00144,Karen,Jackson,50.0,Unknown,Black,VIC00720,Jennifer,Torres,40.0,m,282-140-4839,Pistol,low,Pending,Warning Issued,2.0,31432.95,Yes,Incident at 6766 Oak Ave. Officer responded at scene.
3558,INC002135,Fraud,East,Riverside,FL,9660 Lincoln St,33.372732,-97.811001,2022-05-17 14:21:14,OFF0091,Karen,Lee,1092.0,SUS00037,Jessica,White,50.0,Male,hispanic,VIC00210,Richard,Walker,28.0,male,974-962-9867,Hands/Feet,2,Under Investigation,warning,5.0,39693.01,True,Incident at 9660 Lincoln St. Officer responded at scene.
3564,INC003386,Hacking,Cen,Lakewood,PA,8539 River Rd,46.169006,-107.644491,2019-09-25 18:58:30,OFF0091,Sarah,Thomas,2053.0,SUS00461,David,Smith,66.0,female,white,VIC00957,Charles,Thompson,54.0,Female,402-835-9531,firearm,CRITICAL,CLOSED,arrest made,5.0,46097.03,yes,Incident at 8539 River Rd. Officer responded at scene.
3577,INC004321,kidnapping,Northeast  ,Springfield,AZ,4752 Park Rd,28.107523,-89.671011,2021-09-06 15:31:10,OFF0009,Barbara,Thomas,1960.0,SUS00694,Michelle,Scott,28.0,FEMALE,asian,VIC00331,Linda,Young,237.0,f,208-715-9279,Rifle,high,open,NO ARREST,4.0,8944.32,yes,Incident at 4752 Park Rd. Officer responded at scene.
3590,INC003815,Stealing, Northeast,Lakewood,TX,7740 Main St,35.03051,-81.741665,2021-03-08 16:55:44,OFF0109,Donna,Young,9787.0,SUS00111,Nancy,Miller,16.0,f,Unknown,VIC00674,Nancy,Anderson,10.0,Other,694-558-3052,Pistol,CRITICAL,under investigation,warning,5.0,16950.18,Yes,Incident at 7740 Main St. Officer responded at scene.
3597,INC000861,Murder,northwest,Maplewood,GA,7221 Maple Dr,28.91911,-100.873018,2020-05-26 07:28:05,OFF0142,Charles,Lee,3326.0,SUS00289,Robert,Taylor,43.0,F,White,VIC00086,Thomas,Johnson,70.0,Unknown,539-856-2296,Blunt Object,Med,Closed,Warning Issued,5.0,44622.57,1,Incident at 7221 Maple Dr. Officer responded at scene.
3607,INC000048,homicide,Nor,Springfield,GA,555 Oak Ave,46.739327,-87.252792,2024-07-02 17:14:07,OFF0002,Jessica,Jones,4791.0,SUS00070,James,Miller,47.0,MALE,white,VIC00062,Ashley,Green,88.0,MALE,875-599-1257,Firearm,Med,under investigation,NO ARREST,0.0,836.31,YES,Incident at 555 Oak Ave. Officer responded at scene.
3618,INC004045,Dom. Violence,West  ,Hillcrest,PA,6914 Sunset Blvd,42.624859,-102.560088,2024-10-14 13:45:19,OFF0075,Chris,Green,3351.0,SUS00787,William,Davis,69.0,F,BLACK,VIC00717,Emily,Martin,56.0,female,632-549-2746,Pistol,Medium,Under Investigation,Arrest Made,0.0,45207.5,Yes,Incident at 6914 Sunset Blvd. Officer responded at scene.
3636,INC004467,  Stealing  ,SOUTH,Oakdale,GA,3091 Sunset Blvd,38.423046,-87.065203,2022-12-13 20:28:41,OFF0069,Charles,Harris,8109.0,SUS00575,Michael,Hill,16.0,Unknown,White,VIC00614,Chris,Green,65.0,male,492-226-8395,Knife,3,CLOSED,Warning Issued,3.0,27601.6,Yes,Incident at 3091 Sunset Blvd. Officer responded at scene.
3638,INC002429,Deception,southeast,Centerville,GA,8252 Sunset Blvd,31.185505,-106.672428,2020-02-07 17:49:16,OFF0006,Michelle,Torres,9140.0,SUS00082,Charles,Wilson,-15.0,M,BLACK,VIC00886,William,Hill,71.0,MALE,268-890-7780,Blunt Object,MEDIUM,Closed,Case Dismissed,1.0,18203.99,YES,Incident at 8252 Sunset Blvd. Officer responded at scene.
3641,INC002362,Arsen,east,Maplewood,TX,1085 Oak Ave,38.359374,-89.02293,2024-01-23 04:01:46,OFF0043,Charles,Allen,3732.0,SUS00544,Barbara,Hill,24.0,M,White,VIC00534,Jessica,Davis,87.0,MALE,8591962872,Knife,Critical,Pendng,Case Dismissed,4.0,28648.67,True,Incident at 1085 Oak Ave. Officer responded at scene.
3642,INC000881,Sex Assault,west,Lakewood,AZ,6672 Lincoln St,28.344183,-81.736278,2022-10-12 07:31:07,OFF0147,Mark,Green,5345.0,SUS00459,Joseph,Nguyen,54.0,male,White,VIC00581,Ashley,Anderson,32.0,f,408-717-1793,Bat,Low,closed,NO ARREST,-1.0,20573.38,Yes,Incident at 6672 Lincoln St. Officer responded at scene.
3667,INC002871,cyber crime, Northwest,Centerville,NY,4937 Sunset Blvd,26.478329,-86.107308,2021-07-06 02:26:57,OFF0076,Susan,Young,4293.0,SUS00268,James,Johnson,18.0,Unknown,Asian,VIC00438,Mark,Young,61.0,M,446-505-5071,blunt object,4,OPEN,Warning Issued,1.0,26469.96,Yes,Incident at 4937 Sunset Blvd. Officer responded at scene.
3673,INC001827,Burglry,Central,Oakdale,OH,6645 Sunset Blvd,29.554572,-95.591091,2023-08-22 05:23:34,OFF0110,Karen,Allen,1195.0,SUS00335,James,Thomas,25.0,Female,hispanic,VIC00702,Jessica,Garcia,64.0,Unknown,350-311-4658,blunt object,1,Investgation,Case Dismissed,0.0,7402.54,1,Incident at 6645 Sunset Blvd. Officer responded at scene.
